id,latitude,longitude,last_scraped,description
19521007,55.98075,-3.20358,2022-03-14,"Lovely quiet ocean view flat next to 2 lovely bars with great food, bus stop to city and airport on doorstep, just a few minutes walk to the royal yacht Britannia and ocean terminal shopping/cinema/restaurants/gym and 10 minutes walk to the vibrant shore.<br /><br /><b>The space</b><br />I'm directly opposite the seafront <br />2 lovely local bars doing great food and drink <br />Ocean terminal and the shore a 10 min walk <br />Local bus to city centre and airport directly on doorstep<br /><br /><b>Other things to note</b><br />I have 2 cats which are part of the family"
19558037,55.95124,-3.2034,2024-02-19,"This cosy apartment is perfectly placed to experience what Edinburgh has to offer all year round and during Edinburgh’s International Festival and Fringe. The apartment is available for self catering weeks, short lets and city breaks. Rose Street runs parallel with Princess Street and Princess Street Gardens. Being in the city’s centre, it is surrounded by a wide variety of shops, restaurants, theatres and other entertainment venues. Rose Street is in a noisy bustling area with lots of activity."
19572588,55.94619,-3.20333,2020-12-19,"Fountainbridge is a newly refurbished basement apartment set in Edinburgh's Historic Old Town.  You wont need to worry about transport links from here as the beautiful sights of this city are right on your doorstep.  There is an abundant array of restaurants and shops all within a very short walking distance, with Edinburgh Castle less than a 10 minute walk away.  Fountainbridge sleeps up to four people and contains all you would need for your stay.  A peaceful and relaxing apartment.<br /><br /><b>The space</b><br />The apartment is set in the basement of one of Edinburgh's fine historical buildings, dating back to the early 1700's.  Fountain bridge is a short distance west of the city centre, adjoining Tollcross and West Port to the east, Polwarth to the south, Dalry and Haymarket to the north and Gorgie and North Merchiston to the west. The main streets through the area are Fountainbridge and Dundee Street.<br /><br />Did you know Sean Connery was born and grew up in the Fountainbri"
19588128,55.94855,-3.20502,2024-02-19,"A large, bright: 5 double bedrooms, 4 shower rooms, first floor flat is located on the Lothian Road,  just off Princes Street. Next door to the Usher Hall and opposite the Sheraton Hotel.  <br /><br />Our property benefits from traditional Victorian features such as high ceilings and large windows. The perfect spot to visit Edinburgh and the old town. <br /><br />The flat is in an ideal for couples, families, groups & business travellers. <br /><br />We provide 5 sets of keys."
19589109,55.92241,-3.27675,2024-08-17,"This flat located in the west of the city centre, a quiet residential suburb area, FREE PARKING, with frequent buses run towards the city center (25 minutes journey) also with a direct bus link 300 to Edinburgh Airport (around 15 minutes journey)."
19631212,55.95085,-3.14834,2024-02-19,We are happy to open up our new Edinburgh home to fellow air bnb travelers!  We love our bright modern house and its amazing location overlooking the sea and backing up to Holyrood Park and Arthur's Seat.  It would serve as a wonderful base for those looking to explore the city of Edinburgh while also enjoying a quiet retreat and direct access to incredible natural landscape.
19631984,55.94568,-3.22076,2020-12-31,"Centrally located Victorian apartment. Close to Haymarket railway station, tram stops and princes street. Prime location for exploring the delights of Edinburgh.<br /><br /><b>The space</b><br />Recently refurbished to a high standard, preserving original features. There are 2 large double rooms and a separate dining room<br /><br /><b>Guest access</b><br />Guests will be free to access all areas internal to the apartment.<br /><br /><b>Other things to note</b><br />No allocated on-street parking. Metered parking is available from 8:30 am to 6:30pm close-by."
19632055,55.95792,-3.16216,2020-12-19,"Based in the Meadowbank area of town with a supermarket a few minutes walk away, a short 10 minute walk to Abbeyhill/Easter Road which both have a range of café's and bars and 20 minutes to Leith walk. A ground floor flat with a king size bed with views of Arthur's seat from the street.<br /><br />Walking distance to Arthur's seat, Holyrood place and Royal Mile. Princess Street is within a walkable distance (approx 30mins) but we are also close to buses that can take you into central Edinburgh."
19633353,55.94504,-3.21683,2020-12-31,"Our place is quite close to Princes Street, the Meadows park, Murrayfield stadium and Edinburgh Castle. Perfect to access all the main attractions by walk and easy access to the airport. 3 minutes walk from Haymarket train station. It is quite old flat but I’m sure you will love the friendly and cheerful hosts, the character of the flat and our lovely neighbourhood full of restaurant and charities-shop. The bedroom has plenty of space and it is really confortable.<br /><br /><b>The space</b><br />The living room can be used as much as you like. Maps of Edinburgh are provided and we can advise you on what to see and what to do if you need it. The kitchen is also available. Milk, coffee, tea, bread.... is provided for you to prepare your breakfast.<br /><br /><b>Guest access</b><br />Our place is good for couples and solo adventurers. Enjoying a large double room to have a rest after your day in the lovely and epic Edinburgh. You will share the living room, kitchen and bathroom with Ana "
19650846,55.94768,-3.19191,2021-07-10,"Experience the spirit of Edinburgh's Old Town at your pace, style and comfort at our characterful two bedroom apartment.<br /><br /><b>The space</b><br />This fabulous two bedroom flat is set in an unbeatable location – right in the heart of Edinburgh's Old Town. <br /><br />It's in an area full of history, with the iconic Greyfriar's Bobby statue just outside the front door, the National Museum across the road and a short walk to Edinburgh Castle and the main University buildings. The perfect place to stay while visiting Edinburgh!<br /><br />The flat features two double bedrooms, with hotel-quality towels and bed-linen provided, and storage space for you to unpack and make yourselves at home. <br /><br />The living room has comfortable seating, a TV and dining space. The kitchen is equipped with stove, hob and fridge in case you decide to eat in (although with so many great food options on your doorstep you may not need to!).<br /><br /><b>Guest access</b><br />You will have all the "
19712784,55.95948,-3.14161,2024-03-24,"Lovely ground floor 2 bedrooms <br /><br /><br />near Edinburgh city centre, Portobello beach and Arthur's seat,there are shops  close to the flat,in 10 minutes you can find Morrisons shopping centre where also there is Sainsbury's bargains ,Poundland,lidl and so on . The buses 25,19,49 are frequently every 10 minutes to the city centre and it's a 2 minutes from the flat. So you can get to the centre very easy. There is also free parking on the street if you are coming by cars."
19713397,55.95804,-3.21038,2020-12-31,"This stunning flat in the trendy Stockbridge area of Edinburgh, is situated in the heart of one of the city's most popular neighbourhoods. Some of the best bars and restaurants are within 200 metres of the front door. The apartment has stunning views over the north of the city, is a within 15 minutes walk of the city centre, and 10 mins from Edinburgh's beautiful botanical gardens, and parks. Really the perfect location for exploring all the city has to offer.<br /><br /><b>The space</b><br />The whole apartment is at our guests disposal."
19727992,55.95848,-3.21613,2024-07-21,"A light, airy spacious apartment in a converted Scottish Victorian townhouse. Ideally located on the cusp of Edinburgh's prestigious West End.<br /><br /># 5 minutes walk to the trendy bars and eateries in the village of Stockbridge<br /># 10 minutes walk to the Botanic Gardens.<br /># 15 minutes walk to Edinburgh city centre's Princes Street.<br /><br />Local transport routes also available nearby."
